Country,Comment,URL,Year,NumAuth,Agency,ReportSeries,Branch,FirstAuthor,AllAuthors,Citation,Title
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2007-02.pdf,2007,1,NOAA,Processed Report,AFSC,,,"LAUTH, R. R. 2007. Report to the fishing industry on the results of the 2006 eastern Bering Sea groundfish survey. AFSC Processed Rep. 2007-02, 61 p. Alaska Fish. Sci. Cent.,Natl. Mar, Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 2.74 MB).",Report to the fishing industry on the results of the 2006 eastern Bering Sea groundfish survey.
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-176.pdf,2007,2,NOAA,AFSC Technical Memorandum,AFSC,,,"LAUTH, R. R., and E. ACUNA. 2007. Results of the 2006 eastern Bering Sea continental shelf bottom trawl survey of groundfish and invertebrate resources. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-176, 175 p. NTIS number pending. (.pdf, 6 MB).",Results of the 2006 eastern Bering Sea continental shelf bottom trawl survey of groundfish and invertebrate resources.
USA,Compilers,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2007-01.pdf,2007,2,NOAA,Processed Report,AFSC,,,"LAUTH, R., and E. ACUNA (compilers). 2007. 2005 bottom trawl survey of the eastern Bering Sea continental shelf. AFSC Processed Rep. 2007-01, 164 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle WA 98115. (.pdf 6.64 MB).",2005 bottom trawl survey of the eastern Bering Sea continental shelf.
USA,,,2007,11,NOAA,NOAA Tech Memo,NWFC,,,"Lawson, P. W., E. P. Bjorkstedt, M. W. Chilcote, C. W. Huntington, J. S. Mills, K. M. Moores, T. E. Nickelson, G. H. Reeves, H. A. Stout, T. C. Wainwright, L. A. Weitkamp. 2007. Identification of historical populations of coho salmon (Oncorhynchus kisutch) in the Oregon coast evolutionarily significant unit. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-79, 129 p.",
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-172.pdf,2007,3,NOAA,AFSC Technical Memorandum,AFSC,,,"MALECHA, P. W., D. H. HANSELMAN, and J. HEIFETZ. 2007. Growth and mortality of rockfishes (Scorpaenidae) from Alaska waters. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-172, 61 p. (.pdf, 1.67 MB).",Growth and mortality of rockfishes (Scorpaenidae) from Alaska waters.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2007-08.pdf,2007,3,NOAA,Processed Report,AFSC,,,"McKELVEY, D., N. WILLIAMSON, and T. HONKALEHTO. 2007. Results of the echo integration-trawl survey of walleye pollock (Theragra chalcogramma) on the Bering Sea shelf in June and July 2006. AFSC Processed Rep. 2007-08, 39 p. Alaska Fish Sci. Cent., Natl. Mar. Fish. Ser., NOAA, 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 1.74 MB).",Results of the echo integration-trawl survey of walleye pollock (Theragra chalcogramma) on the Bering Sea shelf in June and July 2006.
USA,,,2007,13,NOAA,NOAA Tech Memo,NWFC,,,"Norman, K. C., J. A. Sepez, H. Lazrus, N. Milne, C. Package, S. Russell, K. Grant, R. Petersen Lewis, J. Primo, E. Springer, M. Styles, B. D. Tilt, I. Vaccaro. 2007. Community profiles for West Coast and North Pacific fisheries - Washington, Oregon, California, and other U.S. states. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-85, 602 p.",
USA,,URL: http://www.nwfsc.noaa.gov/assets/25/6718_01082008_153910_CommunityProfilesTM85WebFinalSA.pdf,2007,13,NOAA,Other Technical Memorandum,AFSC,,,"NORMAN, K., J. SEPEZ, H. LAZRUS, N. MILNE, C. PACKAGE, S. RUSSELL, K. GRANT, R. PETERSEN LEWIS, J. PRIMO, E. SPRINGER, M. STYLES, B. TILT, and I. VACCARO. 2007. Community profiles for west coast and North Pacific fisheries - Washington, Oregon, California, and other U.S. states. U.S. Dep. Commer, NOAA Tech. Memo. NMFS-NWFSC-85, 602 p. (.pdf, 7.42MB).","Community profiles for west coast and North Pacific fisheries - Washington, Oregon, California, and other U.S. states."
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-169.pdf,2007,2,NOAA,AFSC Technical Memorandum,AFSC,,,"PELLA, J., and J. MASELKO. 2007. Probability sampling and estimation of the oil remaining in 2001 from the Exxon Valdez oil spill in Prince William Sound, Alaska. U. S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-169, 60 p. (.pdf, 1.36 MB).","Probability sampling and estimation of the oil remaining in 2001 from the Exxon Valdez oil spill in Prince William Sound, Alaska."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2007-06.pdf,2007,2,NOAA,Processed Report,AFSC,,,"PORTER, S. M., and K. M. BAILEY. 2007. Optimization of feeding and growth conditions for walleye pollock Theragra chalcogramma (Pallas) larvae reared in the laboratory. AFSC Processed Rep. 2007-06, 20 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 1 MB).",Optimization of feeding and growth conditions for walleye pollock Theragra chalcogramma (Pallas) larvae reared in the laboratory.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2007-03.pdf,2007,1,NOAA,Processed Report,AFSC,,,"RARING, N. W. 2007. Report to industry: Fishing log for the 2005 bottom trawl survey of the Gulf of Alaska. AFSC Processed Rep. 2007-03, 211 p. Alaska Fish. Sci. Cent.,, Natl. Mar, Fish. Serv., NOAA 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 8.51 MB)",Report to industry: Fishing log for the 2005 bottom trawl survey of the Gulf of Alaska.
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-170.pdf,2007,3,NOAA,AFSC Technical Memorandum,AFSC,,,"RODGVELLER, C. J., J. H. MOSS, and A. M. FELDMANN. 2007. The influence of sampling location, timing, and hatching origin on the prediction of energy density in juvenile pink salmon. U. S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-170, 27 p. (.pdf, 816 KB).","The influence of sampling location, timing, and hatching origin on the prediction of energy density in juvenile pink salmon."
USA,,,2007,3,NOAA,NOAA Tech Memo,NWFC,,,"Sheridan, P., J. W. Ferguson, and S. L. Downing (editors). 2007. Report of the National Marine Fisheries Service Workshop on Advancing Electronic Tag Technology and Their Use in Stock Assessments. U.S. Dept. Commerce, NOAA Tech. Memo. NMFSF/ SPO-82, 82 p.",
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-173.pdf,2007,5,NOAA,AFSC Technical Memorandum,AFSC,,,"SIGLER, M. F., D. FALVEY, C. R. LUNSFORD, K. BARKHAU, and L. BEHNKEN. 2007. Product recovery rates for bled sablefish. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-173, 14 p. (.pdf, 484 KB).",Product recovery rates for bled sablefish.
USA,Editor,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-174.pdf,2007,1,NOAA,AFSC Technical Memorandum,AFSC,,,"TESTA, J. W. (editor). 2007. Fur seal investigations, 2004-2005. U.S.Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-174, 76 p. (.pdf, 2 MB).","Fur seal investigations, 2004-2005."
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-177.pdf,2007,1,NOAA,AFSC Technical Memorandum,AFSC,,,"YANG, M-S. 2007. Food habits and diet overlap of seven skate species in the Aleutian Islands. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-177, 46 p. (.pdf, 853 KB).",Food habits and diet overlap of seven skate species in the Aleutian Islands.
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-181.pdf,2008,2,NOAA,AFSC Technical Memorandum,AFSC,,,"ACUNA, E., and R. R. LAUTH 2008. Results of the 2007 eastern Bering Sea continental shelf bottom trawl survey of groundfish and invertebrate resources. U. S. Dep. Commer., NOAA Tech. Memo., NMFS-AFSC-181, 195 p. (.pdf, 7.15MB).",Results of the 2007 eastern Bering Sea continental shelf bottom trawl survey of groundfish and invertebrate resources
USA,,URL: http://www.nmfs.noaa.gov/pr/pdfs/sars/ak2007.pdf,2008,2,NOAA,AFSC Technical Memorandum,AFSC,,,"ANGLISS, R. P., and R. B. OUTLAW. 2008. Alaska marine mammal stock assessments, 2007. U. S. Dep. Commer., NOAA Tech. Memo., NMFS-AFSC-180, 252 p. (.pdf, 11 MB)","Alaska marine mammal stock assessments, 2007."
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-191.pdf,2008,8,NOAA,AFSC Technical Memorandum,AFSC,,,"BOVENG, P. L., J. L. BENGTSON, T. W. BUCKLEY, M. F. CAMERON, S. P. DAHLE, B. A. MEGREY, J. E. OVERLAND, and N. J. WILLIAMSON. 2008. Status review of the ribbon seal (Histriophoca fasciata). U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-191, 115 p. (.pdf, 4.78 MB).",Status review of the ribbon seal (Histriophoca fasciata).
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-187.pdf,2008,3,NOAA,AFSC Technical Memorandum,AFSC,,,"CHILTON, E. A., C. E. ARMISTEAD, and R. J. FOY. 2008. The 2008 eastern Bering Sea continental shelf bottom trawl survey: Results for commercial crab species. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-187, 85 p. (.pdf, 6.9 MB).",The 2008 eastern Bering Sea continental shelf bottom trawl survey: Results for commercial crab species
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-186.pdf,2008,4,NOAA,AFSC Technical Memorandum,AFSC,,,"CHILTON, E. A., L. RUGOLO, C. E. ARMISTEAD, and R. J. FOY. 2008. The 2007 eastern Bering Sea continental shelf bottom trawl survey: Results for commercial crab species. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-186, 85 p. (.pdf, 6.6 MB).",The 2007 eastern Bering Sea continental shelf bottom trawl survey: Results for commercial crab species
USA,,,2008,6,NOAA,NOAA Tech Memo,NWFC,,,"Fleischer, G. W., K. D. Cooke, P. H. Ressler, R. E. Thomas, S. de Blois, L. C. Hufnagle Jr. 2008. The 2005 integrated acoustic and trawl survey of Pacific hake, Merluccius productus, in U.S. and Canadian waters off the Pacific coast. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-94, 41 p.",
USA,,URL: http://www.nwfsc.noaa.gov/assets/25/6835_11062008_165201_Hake2005SurveyTM94Final.pdf,2008,6,NOAA,Other Technical Memorandum,AFSC,,,"FLEISCHER, G. W., K. D. COOKE, P. H. RESSLER, R. E. THOMAS, S. K. de BLOIS, and L. C. HUFNAGLE. 2008. The 2005 integrated acoustic and trawl survey of Pacific hake, Merluccius productus, in U.S. and Canadian waters off the Pacific coast. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-NWFSC-94, 41 p. (.pdf, 1.16 MB).","The 2005 integrated acoustic and trawl survey of Pacific hake, Merluccius productus, in U.S. and Canadian waters off the Pacific coast."
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-183.pdf,2008,4,NOAA,AFSC Technical Memorandum,AFSC,,,"FRITZ, L., M. LYNN, E. KUNISCH, and K. SWEENEY. 2008. Aerial, ship, and land-based surveys of Steller sea lions (Eumetopias jubatus) in Alaska, June and July 2005-2007. U. S. Dep. Commer., NOAA Tech. Memo., NMFS-AFSC-183, 70 p. (.pdf, 4.73 MB).","Aerial, ship, and land-based surveys of Steller sea lions (Eumetopias jubatus) in Alaska, June and July 2005-2007."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2008-10.pdf,2008,3,NOAA,Processed Report,AFSC,,,"GUTTORMSEN, M. A., A. McCARTHY, and D. JONES. 2008. Results of the February-March 2008 echo integration-trawl surveys of walleye pollock (Theragra chalcogramma) conducted in the Gulf of Alaska, Cruises MF2008-01 and OD2008-03. AFSC Processed Rep. 2008-10, 70 p. Alaska Fish. Sci. Cent., NOAA, Natl. Mar. Fish. Serv., 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 4mb)","Results of the February-March 2008 echo integration-trawl surveys of walleye pollock (Theragra chalcogramma) conducted in the Gulf of Alaska, Cruises MF2008-01 and OD2008-03."
USA,,,2008,3,NOAA,NOAA Tech Memo,NWFC,,,"Harms, J. H., J. A. Benante, R. M. Barnhart. 2008. The 2004-2007 hook and line survey of shelf rockfish in the Southern California Bight: Estimates of distribution, abundance, and length composition. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-95, 110 p.",
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-182.pdf,2008,4,NOAA,AFSC Technical Memorandum,AFSC,,,"HARRIS, P. M., A. D. NEFF, S. W. JOHNSON, and J. D. THEDINGA. 2008. Eelgrass habitat and faunal assemblages in the city and borough of Juneau, Alaska. U. S. Dep. Commer., NOAA Tech. Memo., NMFS-AFSC-182, 46 p. (.pdf, 4.67 MB).","Eelgrass habitat and faunal assemblages in the city and borough of Juneau, Alaska."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2008-08.pdf,2008,2,NOAA,Processed Report,AFSC,,,"HOBBS, R. C., and K. E. W. SHELDEN. 2008. Supplemental status review and extinction assessment of Cook Inlet belugas (Delphinapterus leucas). AFSC Processed Rep. 2008-08, 76 p. Alaska Fish. Sci. Cent., NOAA, Natl. Mar. Fish. Serv., 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 2.86 MB).",Supplemental status review and extinction assessment of Cook Inlet belugas (Delphinapterus leucas).
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR%202008-02.pdf,2008,4,NOAA,Processed Report,AFSC,,,"HOBBS, R. C., K. E. W. SHELDEN, D. J. RUGH, and S. A. NORMAN. 2008. 2008 status review and extinction risk assessment of Cook Inlet belugas (Delphinapterus leucas). AFSC Processed Rep. 2008-02, 116 p. Alaska Fish. Sci. Cent., NOAA, Natl. Mar. Fish. Serv., 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 3.62MB)",2008 status review and extinction risk assessment of Cook Inlet belugas (Delphinapterus leucas).
USA,,,2008,1,NOAA,NOAA Tech Memo,NWFC,,,"Holt, M. M. 2008. Sound exposure and Southern Resident killer whales (Orcinus orca): A review of current knowledge and data gaps. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-89, 59 p.",
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2008-01.pdf,2008,3,NOAA,Processed Report,AFSC,,,"HONKALEHTO, T., D. McKELVEY, and K. WILLIAMS. 2008. Results of the March 2007 echo integration-trawl survey of walleye pollock (Theragra chalcogramma) conducted in the southeastern Aleutian Basin near Bogoslof Island, Cruise MF2007-03. AFSC Processed Rep. 2008-01, 37 p. Alaska Fish. Sci. Cent., Natl. Mar. Fish. Serv., NOAA, 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 2 MB).","Results of the March 2007 echo integration-trawl survey of walleye pollock (Theragra chalcogramma) conducted in the southeastern Aleutian Basin near Bogoslof Island, Cruise MF2007-03."
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-190.pdf,2008,5,NOAA,AFSC Technical Memorandum,AFSC,,,"HONKALEHTO, T., N. WILLIAMSON, D. JONES, A. McCARTHY, and D. McKELVEY. 2008. Results of the echo integration-trawl survey of walleye pollock (Theragra chalcogramma) on the U.S. and Russian Bering Sea shelf in June and July 2007. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-190, 53 p. (.pdf, 1.66 MB).",Results of the echo integration-trawl survey of walleye pollock (Theragra chalcogramma) on the U.S. and Russian Bering Sea shelf in June and July 2007.
USA,,,2008,9,NOAA,NOAA Tech Memo,NWFC,,,"Keller, A. A., B. H. Horness, E. L. Fruh, V. H. Simon, V. J. Tuttle, K. L. Bosley, J. C. Buchanan, D. J. Kamikawa, J. R. Wallace. 2008. The 2005 U.S. West Coast bottom trawl survey of groundfish resources off Washington, Oregon, and California: Estimates of distribution, abundance, and length composition. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-93, 136 p.",
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-184.pdf,2008,2,NOAA,AFSC Technical Memorandum,AFSC,,,"KNOTH, B. A., and R. J. FOY. 2008. Temporal variability in the food habits of arrowtooth flounder (Atheresthes stomias) in the Western Gulf of Alaska. U. S. Dep. Commer., NOAA Tech. Memo., NMFS-AFSC-184, 30 p. (.pdf, 1 MB).",Temporal variability in the food habits of arrowtooth flounder (Atheresthes stomias) in the Western Gulf of Alaska.
USA,,,2008,4,NOAA,NOAA Tech Memo,NWFC,,,"Levin, P. S., M. J. Fogarty, G. C. Matlock, M. Ernst. 2008. Integrated ecosystem assessments. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-92, 20 p.",
USA,,,2008,7,NOAA,NOAA Tech Memo,NWFC,,,"Olson, O. P., L. L. Johnson, G. M. Ylitalo, C. A. Rice, J. R. Cordell, T. K. Collier, J. Steger. 2008. Fish habitat use and chemical contaminant exposure at restoration sites in Commencement Bay, Washington. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-88, 117 p.",
USA,,URL: http://swfsc.noaa.gov/publications/TM/SWFSC/NOAA-TM-NMFS-SWFSC-418.PDF,2008,3,NOAA,Other Technical Memorandum,AFSC,,,"PERRIN, W. F., K. M. ROBERTSON, and W. A. WALKER. 2008. Diet of the striped dolphin, Stenella coeruleoalba, in the eastern tropical Pacific Ocean. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-SWFSC-418 26 p. (.pdf, 248KB).","Diet of the striped dolphin, Stenella coeruleoalba, in the eastern tropical Pacific Ocean."
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2008-04.pdf,2008,1,NOAA,Processed Report,AFSC,,,"RARING, N. W. 2008. Report to industry: Fishing log for the 2001 Gulf of Alaska bottom trawl survey. AFSC Processed Rep. 2008-04, 129 p. Alaska Fish. Sci. Cent., NOAA, Natl. Mar. Fish. Serv., 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 1.7 MB).",Report to industry: Fishing log for the 2001 Gulf of Alaska bottom trawl survey.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2008-09.pdf,2008,1,NOAA,Processed Report,AFSC,,,"RARING, N. W. 2008. Report to industry: Fishing log for the 2003 Gulf of Alaska bottom trawl survey. AFSC Processed Rep. 2008-09, 203 p. Alaska Fish. Sci. Cent., NOAA, Natl. Mar. Fish. Serv., 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 6.52MB)",Report to industry: Fishing log for the 2003 Gulf of Alaska bottom trawl survey.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2008-05.pdf,2008,1,NOAA,Processed Report,AFSC,,,"RARING, N. W. 2008. Report to industry: Fishing log for the 2006 Aleutian Islands bottom trawl survey. AFSC Processed Rep. 2008-05, 115 p. Alaska Fish. Sci. Cent., NOAA, Natl. Mar. Fish. Serv., 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 1.6 MB).",Report to industry: Fishing log for the 2006 Aleutian Islands bottom trawl survey.
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-179.pdf,2008,1,NOAA,AFSC Technical Memorandum,AFSC,,,"ROOPER, C. N. 2008. Data report: 2006 Aleutian Islands bottom trawl survey. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-179, 237p. (.pdf, 6.85MB)",Data report: 2006 Aleutian Islands bottom trawl survey.
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-185.pdf,2008,2,NOAA,AFSC Technical Memorandum,AFSC,,,"ROOPER, C. N., and M. E. WILKINS. 2008. Data report: 2004 Aleutian Islands bottom trawl survey. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-185, 207 p. (.pdf, 9 MB).",Data report: 2004 Aleutian Islands bottom trawl survey.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2008-03.pdf,2008,10,NOAA,Processed Report,AFSC,,,"RUGH, D., J. BREIWICK, M. MUTO. R. HOBBS, K. SHELDEN, C. D'VINCENT, I. M. LARSEN, S. REIF, S. MAHER, and S. NILSON. 2008. Report of the 2006-2007 census of the eastern North Pacific stock of gray whales. AFSC Processed Rep. 2008-03, 157 p. Alaska Fish. Sci. Cent., NOAA, Natl. Mar. Fish. Serv., 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 1 MB).",Report of the 2006-2007 census of the eastern North Pacific stock of gray whales.
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2008-07.pdf,2008,8,NOAA,Processed Report,AFSC,,,"SIGLER, M. F., R. J. FOY, J. W. SHORT, M. DALTON, L. B. EISNER, T. P. HURST, J. F. MORADO, and R. P. STONE. 2008. Forecast fish, shellfish and coral population responses to ocean acidification in the North Pacific Ocean and Bering Sea: an ocean acidification research plan for the Alaska Fisheries Science Center. AFSC Processed Rep. 2008-07, 35 p. Alaska Fish. Sci. Cent., NOAA, Natl. Mar. Fish. Serv., 17109 Point Lena Loop Road, Juneau AK 99801. (.pdf, 1.09MB).","Forecast fish, shellfish and coral population responses to ocean acidification in the North Pacific Ocean and Bering Sea: an ocean acidification research plan for the Alaska Fisheries Science Center."
USA,Editor,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-188.pdf,2008,1,NOAA,AFSC Technical Memorandum,AFSC,,,"TESTA, J. W. (editor). 2008. Fur seal investigations, 2006-2007. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-188, 76 p. (.pdf, 1.57 MB).","Fur seal investigations, 2006-2007."
USA,,URL: http://spo.nmfs.noaa.gov/tm/tm87.pdf,2008,9,NOAA,Other Technical Memorandum,AFSC,,,"TOWNSEND, H. M., J. S. LINK, K. E. OSGOOD, T. GEDAMKE, G. M. WATTERS, J. J. POLOVINA, P. S. LEVIN, N. CYR, and K. Y. AYDIN (editors). 2008. National Marine Fisheries Service report of the National Ecosystem Modeling Workshop (NEMoW). U.S. Dep. Commer., NOAA Tech. Memo. NMFS-F/SPO-87, 93 p. (.pdf, 1.09MB).",National Marine Fisheries Service report of the National Ecosystem Modeling Workshop (NEMoW).
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-189/NOAA-TM-AFSC-189.pdf,2008,3,NOAA,AFSC Technical Memorandum,AFSC,,,"von SZALAY, P. G., M. E. WILKINS, and M. H. MARTIN. 2008. Data report: 2007 Gulf of Alaska bottom trawl survey. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-189, 247 p. (.pdf, 14.7 MB).",Data report: 2007 Gulf of Alaska bottom trawl survey.
USA,,,2008,10,NOAA,NOAA Tech Memo,NWFC,,,"Wainwright, T. C., M. W. Chilcote, P. W. Lawson, T. E. Nickelson, C. W. Huntington, J. S. Mills, K. M. Moores, G. H. Reeves, H. A. Stout, L. A. Weitkamp. 2008. Biological recovery criteria for the Oregon Coast coho salmon evolutionarily significant unit. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-91, 199 p.",
USA,,,2008,10,NOAA,NOAA Tech Memo,NWFC,,,"Ward, L., P. Crain, B. Freymond, M. McHenry, D. Morrill, G. R. Pess, R. Peters, J. A. Shaffer, B. Winter, B. Wunderlich. 2008. Elwha River Fish Restoration Plan, developed pursuant to the Elwha River Ecosystem and Fisheries Restoration Act, Public Law 102-495. U.S. Dept. of Commerce, NOAA Tech. Memo., NMFS-NWFSC-90, 168 p.",
USA,,URL: http://www.afsc.noaa.gov/Publications/ProcRpt/PR2008-06.pdf,2008,2,NOAA,Processed Report,AFSC,,,"ZADOR, S. G., and S. M. FITZGERALD. 2008. Seabird attraction to trawler discards. AFSC Processed Rep. 2008-06, 26 p. Alaska Fish. Sci. Cent., NOAA, Natl. Mar. Fish. Serv., 7600 Sand Point Way NE, Seattle WA 98115. (.pdf, 416KB).",Seabird attraction to trawler discards.
USA,,URL: http://www.nmfs.noaa.gov/pr/pdfs/sars/ak2008.pdf,2009,2,NOAA,AFSC Technical Memorandum,AFSC,,,"ANGLISS, R. P., and B. M. ALLEN. 2009. Alaska marine mammal stock assessments, 2008. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-193, 258 p. (.pdf, 14.4MB).","Alaska marine mammal stock assessments, 2008."
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-198.pdf,2009,2,NOAA,AFSC Technical Memorandum,AFSC,,,"BARBEAUX, S. J., and D. FRASER. 2009. Aleutian Islands cooperative acoustic survey study for 2006. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-198, 91 p. (.pdf, 4.15 MB).",Aleutian Islands cooperative acoustic survey study for 2006.
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-200.pdf,2009,9,NOAA,AFSC Technical Memorandum,AFSC,,,"BOVENG, P. L., J. L. BENGTSON, T. W. BUCKLEY, M. F. CAMERON, S. P. DAHLE, B. P. KELLY, B. A. MEGREY, J. E. OVERLAND, and N. J. WILLIAMSON. 2009. Status review of the spotted seal (Phoca largha). U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-200, 153 p. (.pdf, 7.13 MB).",Status review of the spotted seal (Phoca largha).
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-196.pdf,2009,3,NOAA,AFSC Technical Memorandum,AFSC,,,"BUCKLEY, T. W., A. GREIG, and J. L. BOLDT. 2009. Describing summer pelagic habitat over the continental shelf in the eastern Bering Sea, 1982-2006, 49 p. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-196, 49 p. (.pdf, 842 KB).","Describing summer pelagic habitat over the continental shelf in the eastern Bering Sea, 1982-2006"
USA,,URL: http://swfsc.noaa.gov/publications/TM/SWFSC/NOAA-TM-NMFS-SWFSC-434.PDF,2009,10,NOAA,Other Technical Memorandum,AFSC,,,"CARRETTA, J. V., K. A. FORNEY, M. S. LOWRY, J. BARLOW, J. BAKER, D. JOHNSTON, B. HANSON, M. M. MUTO, D. LYNCH, and L. CARSWELL. 2009. U.S. Pacific marine mammal stock assessments: 2008. U.S. Dep. Commer., NOAA Tech. Memo. NMFS-SWFSC-434, 316p. + appendices. (.pdf, 6.48 MB).",U.S. Pacific marine mammal stock assessments: 2008.
USA,,URL: http://www.afsc.noaa.gov/Publications/AFSC-TM/NOAA-TM-AFSC-201.pdf,2009,3,NOAA,AFSC Technical Memorandum,AFSC,,,"CHILTON, E. A., C. E. ARMISTEAD, and R. J. FOY. 2009. The 2009 eastern Bering Sea continental shelf bottom trawl survey: Results for commercial crab species. U. S. Dep. Commer., NOAA Tech. Memo. NMFS-AFSC-201, 101 p. (.pdf, 7.9 MB).",The 2009 eastern Bering Sea continental shelf bottom trawl survey: Results for commercial crab species.
